train_loss,train_acc,test_loss,test_acc
0.6814972247396197,0.5825892857142857,0.7384658914965555,0.5164695945945945
0.6483719604355949,0.6205357142857142,0.6937979250340848,0.5198479729729731
0.6271333353860037,0.6674107142857142,0.653394467927314,0.6072635135135136
0.5698111993925912,0.7410714285714286,0.6752574173985303,0.623733108108108
